plane_id,plane_type,registration,job_id,source,distance_nm,pay_per_hour,xp_per_hour,balance_score,pay,xp,FlightHrs,Speed,MinAp,Departure,Destination,route,legs_count
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,96a87f94-159f-466e-984a-cd370dce4bb9,fbo:f250cfaa-5fa7-486e-9bdf-f48b2b826bb4,2314.05,1318136.72,32.59,0.821994,4652001.50,115.00,3.53,656,2,EINN,KMLT,"EINN, KMLT",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,f5295fba-b042-410a-a73a-7575e26d2405,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,1158.23,1306315.11,32.27,0.814498,2307536.00,57.00,1.77,656,2,KMLT,KMEM,"KMLT, KMEM",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,2965a62f-4bfa-4edb-a224-cee7e7a3c87b,fbo:2a48908d-14c7-4d83-aad6-7b366f3037c3,1305.55,1220581.59,32.64,0.773515,2430333.50,65.00,1.99,656,5,KMIA,KMSP,"KMIA, KMSP",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,e75cf9e1-2468-40a3-9364-5a8a78505d7f,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2248.13,1067647.49,32.67,0.697152,3660622.30,112.00,3.43,656,4,KBGR,KBGR,"KBGR, KCEF, KDHN, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,68162986-e49b-4182-96ca-71f96d0c6789,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3915.93,1013412.67,32.65,0.669960,6052403.50,195.00,5.97,656,4,KBGR,KBGR,"KBGR, KGBD, KBWI, TXKF, KBGR",4
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,3168e62c-0f5f-42f8-9784-74beed343aa3,fbo:f250cfaa-5fa7-486e-9bdf-f48b2b826bb4,3466.08,993935.12,32.73,0.660601,5254147.50,173.00,5.29,656,5,EINN,KMEM,"EINN, KMEM",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,c4529c5b-516d-4c6a-bba4-259c2cbfa5f7,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6024.83,958033.48,32.76,0.642806,8803012.00,301.00,9.19,656,4,KBGR,KBGR,"KBGR, BIAR, ENNA, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,ba1cbba1-f857-463c-8ef6-eddc68ce72ea,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2990.54,949300.14,32.67,0.637993,4329710.20,149.00,4.56,656,4,KBGR,KBGR,"KBGR, KRSW, MUCC, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,3d3a8476-aad3-42a4-a253-93e384d00c68,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3672.36,911517.40,32.67,0.619128,5105238.10,183.00,5.60,656,4,KBGR,KBGR,"KBGR, KMHT, KHLN, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,5b90c199-35c2-4182-a3a4-fa304a964ac5,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3683.77,900468.20,32.75,0.613987,5059030.90,184.00,5.62,656,4,KBGR,KBGR,"KBGR, KBTL, MUCU, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,cc8b2a08-3502-4021-bd6d-95019738c2c3,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5081.33,815413.62,32.65,0.570939,6319196.20,253.00,7.75,656,4,KBGR,KBGR,"KBGR, SKCL, MUCA, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,3538bc02-69a9-4bf6-90f2-fc0aeef1ae7d,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2106.63,796347.18,32.68,0.561579,2558565.20,105.00,3.21,656,5,KBGR,KBGR,"KBGR, KDAY, KHSV, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,cfe579ec-49c6-4c77-899d-706056227d26,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5919.45,752330.38,32.68,0.539547,6791975.60,295.00,9.03,656,5,KBGR,KBGR,"KBGR, PAFA, CYYR, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,40ce353c-f11a-4b52-8a50-e88f96a6e50c,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3822.63,746134.25,32.76,0.536875,4349961.30,191.00,5.83,656,4,KBGR,KBGR,"KBGR, KOGD, KLNK, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,a6445afa-3589-4722-9759-ba18ae6a315f,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,2044.72,729519.68,32.71,0.528302,2274977.00,102.00,3.12,656,4,KJAX,KOAK,"KJAX, KOAK",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,2424be68-ab67-4d7c-b8a5-3d04748b0f1a,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2275.25,703418.91,32.56,0.514531,2440896.10,113.00,3.47,656,4,KBGR,KBGR,"KBGR, CYFB, KBGR",2
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,3e8129ea-78c6-455c-b44d-60bb201fc669,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3879.61,662562.78,32.62,0.494374,3920312.50,193.00,5.92,656,4,KBGR,KBGR,"KBGR, KMEI, MMCM, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,6c58a524-ee34-4b99-8c96-e15fc7c44a21,fbo:2a48908d-14c7-4d83-aad6-7b366f3037c3,2364.77,646236.70,32.72,0.486708,2330703.50,118.00,3.61,656,5,KMIA,KSEA,"KMIA, KSEA",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,70ba6ae2-54f5-4c02-8b23-937056c46412,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5721.92,560063.36,32.66,0.443324,4887483.90,285.00,8.73,656,4,KBGR,KBGR,"KBGR, BIAR, ENEV, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,8181ea22-0aa3-4e57-a6f0-dce288ecf89a,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,556.86,560982.12,31.79,0.439449,476430.50,27.00,0.85,656,5,KSDF,KEWR,"KSDF, KEWR",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,1e253409-52cc-4e4f-bf53-7556cc7d51f0,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,1866.79,527835.42,32.66,0.427243,1502793.00,93.00,2.85,656,4,KJAX,KLAX,"KJAX, KLAX",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,0b1eee34-c240-4dfe-ac8d-e99964bfc36e,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6467.66,514080.46,32.75,0.420767,5070895.60,323.00,9.86,656,5,KBGR,KBGR,"KBGR, MMQT, KPSM, CYWG, KBGR",4
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,b24f08b4-7695-4853-b07d-feaace3f8f54,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4604.46,490906.05,32.75,0.409215,3447331.80,230.00,7.02,656,4,KBGR,KBGR,"KBGR, KEGI, SKBQ, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,d3e874d0-7044-4e25-a07b-ed191ef36d74,fbo:2a48908d-14c7-4d83-aad6-7b366f3037c3,3520.44,459198.02,32.59,0.392568,2465490.00,175.00,5.37,656,5,KMIA,EINN,"KMIA, EINN",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,df8a7538-f3f9-450c-8d0c-55cda9a6ab54,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2110.18,426579.18,32.63,0.376420,1372855.80,105.00,3.22,656,4,KBGR,KBGR,"KBGR, KMGE, KBNA, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,5c716f3f-d826-48cc-8095-f99c02ac3875,fbo:93dd4df8-9061-4348-8cd7-8dcc95c2602f,3292.41,417030.51,32.66,0.371818,2094052.00,164.00,5.02,656,5,ESGG,KEWR,"ESGG, KEWR",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,38014fd0-df6a-47c8-9a08-d3c070764caa,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5777.13,310795.09,32.69,0.318832,2738371.60,288.00,8.81,656,4,KBGR,KBGR,"KBGR, KTYR, KBGR, KGVT, KBGR",4
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,7331419f-50d2-4d45-a214-527413a8e931,fbo:00da4e6a-6c9e-4014-af64-9170f918527f,2932.62,264209.41,32.64,0.295320,1181706.50,146.00,4.47,656,5,KADW,PANC,"KADW, PANC",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,68052b11-d450-454e-8a95-642e176ee900,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,713.26,222924.13,32.17,0.272336,242498.00,35.00,1.09,656,4,KJAX,KEWR,"KJAX, KEWR",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,49b67f99-0fe2-437d-b00f-89f1c6a7b35b,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4678.69,134797.07,32.65,0.230665,961857.40,233.00,7.14,656,4,KBGR,KBGR,"KBGR, KBTV, KBGR, MMAS, KBGR",4
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,c969227c-f972-4c1b-8846-8d9042e864c1,fbo:00da4e6a-6c9e-4014-af64-9170f918527f,2850.49,78930.77,32.66,0.202783,343140.00,142.00,4.35,656,5,KADW,EINN,"KADW, EINN",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,6124bc30-6986-4e21-982c-c7081c22ad59,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,4000.18,58448.06,33.27,0.195596,349553.00,199.00,5.96,671,4,KJAX,ESGG,"KJAX, ESGG",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,d082cc93-4e16-4df3-b19f-ae658f39f061,fbo:93dd4df8-9061-4348-8cd7-8dcc95c2602f,4772.77,46743.18,33.45,0.190615,332595.50,238.00,7.12,671,5,ESGG,KLAX,"ESGG, KLAX",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,BONE-5,7ee70773-bc36-4847-896b-c3524d4438c3,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3164.74,29463.22,32.74,0.178407,142208.00,158.00,4.83,656,4,KBGR,KBGR,"KBGR, MDLR, KBGR",2
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,08dc11b0-dfc4-4de8-af7c-df80c7af953a,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,18.04,4624937.99,0.00,4624937.989315,83513.00,0.00,0.00,999,5,KEWR,KJFK,"KEWR, KJFK",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,50db44ac-7ce7-4de8-ae11-63acfb7b9fe6,fbo:b2868468-2061-4c06-92db-2209025e23f7,35.55,2667487.48,28.10,1.474243,94929.00,1.00,0.00,999,1,KLRG,KBGR,"KLRG, KBGR",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,55c41b28-bff2-4d25-a97e-6d87e079eccb,fbo:b2868468-2061-4c06-92db-2209025e23f7,373.64,1450811.98,48.13,0.966036,542629.50,18.00,0.00,999,1,KLRG,KEWR,"KLRG, KEWR",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,299f3f19-aed7-4a08-a982-928499de045e,fbo:b2868468-2061-4c06-92db-2209025e23f7,540.31,1345960.12,48.07,0.913342,727964.50,26.00,0.00,999,1,KLRG,KADW,"KLRG, KADW",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,2424be68-ab67-4d7c-b8a5-3d04748b0f1a,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2275.25,1071730.62,49.62,0.783941,2440896.10,113.00,0.00,999,4,KBGR,KBGR,"KBGR, CYFB, KBGR",2
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,6b7d87e8-3dab-4c35-ae96-ab0862630c1b,fbo:b2868468-2061-4c06-92db-2209025e23f7,863.26,1066969.90,49.76,0.782291,921997.50,43.00,0.00,999,1,KLRG,KORD,"KLRG, KORD",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,61364874-fa64-40f1-8c5f-67024445a6fa,fbo:b2868468-2061-4c06-92db-2209025e23f7,1042.14,1009199.49,49.85,0.753836,1052784.50,52.00,0.00,999,1,KLRG,KMSP,"KLRG, KMSP",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,6c58a524-ee34-4b99-8c96-e15fc7c44a21,fbo:2a48908d-14c7-4d83-aad6-7b366f3037c3,2364.77,984607.68,49.85,0.741550,2330703.50,118.00,0.00,999,5,KMIA,KSEA,"KMIA, KSEA",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,8181ea22-0aa3-4e57-a6f0-dce288ecf89a,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,556.86,854713.60,48.44,0.669546,476430.50,27.00,0.00,999,5,KSDF,KEWR,"KSDF, KEWR",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,1e253409-52cc-4e4f-bf53-7556cc7d51f0,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,1866.79,804211.22,49.77,0.650948,1502793.00,93.00,0.00,999,4,KJAX,KLAX,"KJAX, KLAX",1
9134e1f6-dd52-4780-bbc1-0905a2d2bd97,VSKYLABS Skyscenders 76,SKY-2,05c9297a-ca4d-4b0e-89ee-947579d3780d,fbo:b2868468-2061-4c06-92db-2209025e23f7,365.08,712802.19,49.26,0.602678,260488.50,18.00,0.00,999,1,KLRG,KJFK,"KLRG, KJFK",1
